N,P,K,temperature,humidity,ph,rainfall,label
16.00,130.00,201.00,29.12,82.79,5.68,68.85,grapes
39.00,129.00,203.00,34.39,83.18,5.86,71.03,grapes
38.00,135.00,203.00,41.36,82.80,6.44,69.92,grapes
33.00,120.00,205.00,35.12,82.27,5.55,69.72,grapes
35.00,125.00,204.00,19.65,80.15,6.11,73.70,grapes
1.00,132.00,200.00,16.28,82.94,5.62,66.57,grapes
39.00,140.00,203.00,21.12,80.63,6.35,69.28,grapes
28.00,145.00,202.00,19.21,82.90,6.48,66.83,grapes
6.00,128.00,200.00,25.96,82.58,5.84,70.32,grapes
6.00,139.00,199.00,25.67,81.62,6.29,74.11,grapes
29.00,122.00,196.00,41.95,81.16,5.64,73.07,grapes
37.00,144.00,197.00,11.19,80.81,6.42,66.34,grapes
38.00,120.00,197.00,17.54,82.95,6.32,73.77,grapes
38.00,141.00,198.00,13.06,80.28,5.76,70.76,grapes
14.00,121.00,203.00,9.72,83.75,6.16,74.46,grapes
6.00,125.00,204.00,27.92,82.93,5.73,69.92,grapes
32.00,138.00,197.00,9.54,80.73,5.91,69.44,grapes
11.00,124.00,204.00,13.43,80.07,6.36,71.40,grapes
23.00,138.00,200.00,9.85,80.23,5.97,68.43,grapes
40.00,143.00,201.00,24.97,82.73,6.48,66.70,grapes
6.00,142.00,202.00,27.24,82.95,6.22,70.43,grapes
37.00,124.00,195.00,18.71,83.48,6.21,66.60,grapes
35.00,134.00,204.00,9.95,82.55,5.84,66.01,grapes
119.00,25.00,51.00,26.47,80.92,6.28,53.66,watermelon
119.00,19.00,55.00,25.19,83.45,6.82,46.87,watermelon
105.00,30.00,50.00,25.30,81.78,6.38,57.04,watermelon
114.00,8.00,50.00,24.75,88.31,6.58,57.96,watermelon
93.00,22.00,52.00,26.59,81.33,6.93,41.88,watermelon
80.00,26.00,55.00,24.53,88.99,6.14,49.12,watermelon
85.00,27.00,45.00,26.07,88.73,6.47,57.80,watermelon
85.00,22.00,53.00,25.97,89.77,6.85,59.46,watermelon
82.00,22.00,45.00,26.22,85.35,6.51,54.60,watermelon
118.00,13.00,54.00,24.41,89.82,6.04,44.08,watermelon
83.00,25.00,53.00,26.49,80.05,6.06,57.73,watermelon
86.00,15.00,47.00,24.04,84.18,6.42,53.79,watermelon
101.00,10.00,47.00,25.54,83.32,6.94,57.57,watermelon
119.00,9.00,50.00,26.75,83.92,6.25,40.79,watermelon
104.00,17.00,46.00,25.71,80.23,6.19,43.09,watermelon
95.00,12.00,51.00,25.76,84.17,6.68,44.22,watermelon
102.00,14.00,52.00,26.79,89.65,6.51,57.74,watermelon
109.00,21.00,55.00,24.90,89.74,6.77,57.45,watermelon
81.00,18.00,50.00,26.81,88.23,6.43,58.80,watermelon
103.00,17.00,51.00,25.11,80.03,6.21,44.21,watermelon
105.00,14.00,50.00,26.21,87.69,6.42,59.66,watermelon
97.00,8.00,52.00,24.91,86.97,6.24,49.49,watermelon
120.00,19.00,49.00,25.79,84.27,6.76,56.45,watermelon
95.00,16.00,55.00,25.27,87.55,6.61,40.13,watermelon
83.00,29.00,52.00,25.76,87.59,6.70,46.05,watermelon
83.00,9.00,45.00,25.85,89.13,6.05,46.85,watermelon
91.00,21.00,50.00,24.34,81.44,6.76,48.32,watermelon
116.00,5.00,54.00,25.38,80.99,6.65,57.23,watermelon
112.00,28.00,54.00,24.86,85.05,6.74,55.30,watermelon
88.00,29.00,51.00,24.72,88.95,6.10,48.46,watermelon
118.00,15.00,45.00,24.21,84.21,6.54,48.01,watermelon
92.00,21.00,48.00,25.82,82.04,6.38,54.83,watermelon
106.00,14.00,45.00,24.47,84.16,6.42,57.27,watermelon
99.00,5.00,47.00,24.13,84.84,6.65,51.19,watermelon
98.00,8.00,51.00,26.18,86.52,6.26,49.43,watermelon
108.00,22.00,46.00,26.18,86.73,6.12,53.33,watermelon
119.00,7.00,55.00,26.04,84.64,6.03,44.40,watermelon
117.00,27.00,48.00,26.53,82.39,6.84,54.31,watermelon
109.00,10.00,53.00,26.82,87.83,6.55,46.06,watermelon
80.00,16.00,46.00,25.50,81.40,6.94,48.48,watermelon
100.00,18.00,52.00,26.20,80.38,6.88,56.48,watermelon
91.00,7.00,53.00,25.14,89.28,6.46,43.53,watermelon
86.00,6.00,53.00,25.92,83.47,6.92,42.11,watermelon
107.00,5.00,52.00,26.66,89.98,6.88,57.41,watermelon
103.00,16.00,49.00,24.07,81.64,6.92,51.75,watermelon
101.00,20.00,48.00,24.68,82.75,6.21,57.06,watermelon
85.00,25.00,47.00,26.11,87.64,6.30,58.48,watermelon
84.00,7.00,51.00,26.82,87.66,6.40,55.74,watermelon
102.00,28.00,54.00,25.16,80.28,6.86,55.50,watermelon
98.00,25.00,52.00,25.28,83.15,6.22,49.29,watermelon
97.00,25.00,50.00,26.22,80.90,6.09,49.09,watermelon
90.00,16.00,45.00,24.92,80.62,6.29,50.56,watermelon
95.00,12.00,46.00,26.22,81.01,6.32,54.65,watermelon
82.00,23.00,49.00,26.81,87.22,6.87,51.70,watermelon
82.00,25.00,51.00,24.31,87.47,6.07,48.11,watermelon
110.00,28.00,46.00,24.29,88.05,6.50,51.26,watermelon
118.00,21.00,51.00,24.43,86.34,6.68,48.58,watermelon
120.00,20.00,45.00,25.67,88.70,6.11,54.23,watermelon
91.00,7.00,52.00,25.08,83.46,6.41,56.40,watermelon
81.00,6.00,55.00,24.89,85.87,6.11,51.71,watermelon
101.00,13.00,54.00,25.43,82.91,6.83,56.34,watermelon
101.00,17.00,55.00,24.37,87.13,6.45,44.64,watermelon
111.00,6.00,53.00,26.49,88.59,6.31,46.06,watermelon
107.00,10.00,49.00,25.83,89.00,6.76,45.25,watermelon
115.00,11.00,46.00,24.42,89.40,6.62,40.32,watermelon
84.00,25.00,52.00,24.37,81.25,6.13,44.21,watermelon
120.00,7.00,47.00,24.25,83.04,6.65,54.77,watermelon
91.00,12.00,46.00,24.64,85.50,6.34,48.31,watermelon
89.00,22.00,52.00,24.90,86.11,6.22,53.15,watermelon
113.00,19.00,46.00,25.42,81.12,6.29,49.52,watermelon
97.00,22.00,50.00,26.26,86.15,6.77,58.98,watermelon
117.00,30.00,50.00,24.90,87.21,6.74,46.59,watermelon
90.00,14.00,52.00,24.85,89.20,6.39,59.68,watermelon
104.00,23.00,47.00,26.98,86.70,6.77,42.91,watermelon
81.00,16.00,45.00,26.90,86.25,6.73,59.76,watermelon
88.00,5.00,47.00,25.86,86.67,6.66,41.17,watermelon
92.00,7.00,45.00,26.71,81.14,6.94,51.51,watermelon
81.00,18.00,50.00,26.44,80.92,6.51,47.82,watermelon
111.00,5.00,55.00,26.28,84.42,6.52,50.79,watermelon
108.00,23.00,51.00,26.84,83.85,6.11,40.23,watermelon
113.00,30.00,50.00,26.04,83.99,6.28,43.88,watermelon
83.00,10.00,53.00,24.93,85.01,6.20,48.76,watermelon
101.00,11.00,51.00,25.51,84.24,6.79,44.21,watermelon
114.00,21.00,55.00,25.44,87.94,6.47,57.52,watermelon
99.00,6.00,45.00,26.13,86.55,6.00,40.71,watermelon
92.00,20.00,55.00,25.10,87.53,6.59,59.27,watermelon
92.00,7.00,48.00,26.28,86.63,6.96,54.39,watermelon
91.00,24.00,55.00,26.27,83.09,6.26,46.77,watermelon
110.00,21.00,54.00,26.74,87.82,6.75,47.46,watermelon
112.00,25.00,51.00,25.05,85.57,6.93,56.72,watermelon
89.00,25.00,54.00,24.69,85.57,6.35,48.99,watermelon
100.00,10.00,53.00,24.54,84.61,6.21,42.01,watermelon
83.00,22.00,54.00,25.90,81.97,6.28,54.50,watermelon
95.00,14.00,50.00,26.63,84.32,6.56,56.32,watermelon
119.00,30.00,49.00,25.36,80.46,6.90,47.72,watermelon
97.00,12.00,47.00,25.29,89.64,6.77,58.29,watermelon
110.00,7.00,45.00,26.64,84.70,6.19,48.32,watermelon
96.00,18.00,50.00,25.33,84.31,6.90,41.53,watermelon
83.00,23.00,55.00,26.90,83.89,6.46,43.97,watermelon
120.00,24.00,47.00,26.99,89.41,6.26,58.55,watermelon
115.00,17.00,55.00,27.58,94.12,6.78,28.08,muskmelon
114.00,27.00,48.00,27.82,93.04,6.53,26.32,muskmelon
101.00,25.00,52.00,29.10,94.22,6.75,22.52,muskmelon
118.00,18.00,52.00,28.05,90.83,6.56,20.76,muskmelon
95.00,26.00,45.00,29.92,94.56,6.12,28.16,muskmelon
81.00,25.00,49.00,29.87,93.25,6.08,26.26,muskmelon
117.00,24.00,53.00,29.17,92.21,6.29,21.30,muskmelon
114.00,30.00,51.00,29.25,90.07,6.07,25.93,muskmelon
113.00,6.00,52.00,27.76,90.36,6.74,25.22,muskmelon
108.00,26.00,52.00,28.83,94.27,6.20,26.24,muskmelon
81.00,30.00,48.00,28.52,92.10,6.04,29.87,muskmelon
115.00,9.00,52.00,29.07,90.98,6.02,29.12,muskmelon
83.00,7.00,45.00,29.08,90.74,6.70,25.33,muskmelon
84.00,21.00,55.00,28.47,94.79,6.49,21.08,muskmelon
109.00,26.00,45.00,28.28,90.39,6.22,21.59,muskmelon
95.00,27.00,55.00,28.47,91.21,6.16,20.89,muskmelon
119.00,5.00,55.00,29.69,94.30,6.17,26.84,muskmelon
110.00,14.00,51.00,27.02,91.67,6.09,21.26,muskmelon
82.00,18.00,48.00,29.10,94.17,6.16,26.71,muskmelon
87.00,14.00,48.00,29.69,92.59,6.61,29.11,muskmelon
85.00,9.00,53.00,28.21,92.87,6.45,28.79,muskmelon
100.00,6.00,53.00,29.05,93.92,6.11,23.67,muskmelon
107.00,12.00,46.00,29.57,93.62,6.56,27.57,muskmelon
91.00,13.00,47.00,29.11,92.44,6.14,27.96,muskmelon
102.00,25.00,50.00,28.20,92.91,6.10,20.36,muskmelon
117.00,25.00,53.00,29.12,92.13,6.41,24.52,muskmelon
85.00,21.00,52.00,29.63,90.10,6.08,23.70,muskmelon
104.00,25.00,55.00,29.81,90.37,6.12,22.69,muskmelon
102.00,24.00,54.00,27.72,90.94,6.70,22.82,muskmelon
116.00,25.00,50.00,29.26,92.92,6.09,28.71,muskmelon
100.00,17.00,48.00,29.73,94.30,6.37,26.52,muskmelon
110.00,25.00,54.00,28.91,90.78,6.43,23.44,muskmelon
104.00,25.00,51.00,28.96,93.88,6.47,23.56,muskmelon
107.00,11.00,54.00,28.59,91.34,6.09,29.44,muskmelon
98.00,26.00,52.00,27.34,90.70,6.15,28.69,muskmelon
88.00,17.00,52.00,29.90,90.75,6.65,25.38,muskmelon
87.00,25.00,46.00,27.43,90.03,6.38,21.75,muskmelon
120.00,8.00,46.00,29.56,90.71,6.73,28.37,muskmelon
95.00,13.00,46.00,29.84,93.76,6.13,23.28,muskmelon
108.00,22.00,47.00,28.54,91.73,6.16,25.13,muskmelon
82.00,13.00,52.00,27.12,94.87,6.44,26.52,muskmelon
120.00,23.00,55.00,27.84,91.61,6.73,26.48,muskmelon
110.00,22.00,47.00,29.03,91.82,6.24,24.94,muskmelon
95.00,23.00,45.00,27.82,90.57,6.27,21.19,muskmelon
106.00,10.00,49.00,27.73,92.01,6.35,20.21,muskmelon
99.00,12.00,52.00,28.70,94.31,6.00,22.22,muskmelon
106.00,20.00,51.00,29.73,90.97,6.34,20.49,muskmelon
83.00,11.00,53.00,29.54,92.92,6.16,21.97,muskmelon
117.00,19.00,55.00,28.80,91.78,6.12,25.16,muskmelon
98.00,26.00,49.00,27.29,90.53,6.13,23.50,muskmelon
113.00,20.00,48.00,27.47,94.88,6.44,27.28,muskmelon
101.00,17.00,47.00,29.49,94.73,6.19,26.31,muskmelon
98.00,7.00,45.00,27.79,92.51,6.16,26.85,muskmelon
93.00,22.00,48.00,29.13,91.52,6.78,21.90,muskmelon
95.00,21.00,47.00,27.93,93.56,6.43,20.66,muskmelon
109.00,12.00,48.00,29.46,92.13,6.71,20.76,muskmelon
118.00,12.00,47.00,27.97,92.17,6.01,28.95,muskmelon
100.00,14.00,49.00,29.49,91.08,6.37,26.02,muskmelon
89.00,9.00,47.00,29.47,90.77,6.67,28.75,muskmelon
95.00,16.00,46.00,27.08,90.14,6.75,24.45,muskmelon
95.00,7.00,45.00,27.30,90.80,6.03,25.09,muskmelon
87.00,6.00,45.00,29.83,90.79,6.40,22.84,muskmelon
93.00,20.00,50.00,29.93,93.23,6.45,24.35,muskmelon
84.00,29.00,49.00,29.94,93.91,6.25,20.39,muskmelon
111.00,5.00,47.00,28.03,91.47,6.27,21.18,muskmelon
111.00,5.00,52.00,29.88,94.04,6.14,21.00,muskmelon
111.00,15.00,54.00,27.71,92.91,6.19,22.06,muskmelon
89.00,11.00,47.00,29.79,94.65,6.33,27.87,muskmelon
110.00,15.00,48.00,28.58,92.87,6.21,27.60,muskmelon
95.00,30.00,52.00,29.48,90.34,6.64,26.04,muskmelon
115.00,12.00,52.00,27.51,94.96,6.69,21.02,muskmelon
120.00,25.00,50.00,28.05,94.82,6.33,21.85,muskmelon
102.00,11.00,45.00,29.03,93.13,6.36,24.16,muskmelon
94.00,5.00,55.00,28.59,91.89,6.09,26.88,muskmelon
84.00,18.00,46.00,27.09,93.42,6.78,25.32,muskmelon
107.00,22.00,54.00,28.00,90.85,6.63,21.62,muskmelon
80.00,18.00,52.00,27.87,91.15,6.48,24.05,muskmelon
86.00,18.00,45.00,28.97,90.72,6.57,22.26,muskmelon
113.00,28.00,48.00,28.88,92.49,6.17,24.44,muskmelon
115.00,18.00,53.00,29.17,94.20,6.01,22.07,muskmelon
82.00,20.00,54.00,29.34,90.02,6.54,21.45,muskmelon
98.00,22.00,47.00,29.07,91.92,6.34,28.84,muskmelon
117.00,25.00,54.00,28.68,92.51,6.15,29.11,muskmelon
83.00,15.00,49.00,28.93,91.39,6.44,23.20,muskmelon
120.00,16.00,51.00,28.00,91.64,6.55,23.29,muskmelon
111.00,5.00,50.00,27.59,91.80,6.40,24.84,muskmelon
85.00,21.00,47.00,29.87,90.61,6.19,24.70,muskmelon
90.00,23.00,54.00,28.56,90.46,6.16,27.27,muskmelon
99.00,29.00,55.00,29.19,91.46,6.66,26.48,muskmelon
102.00,11.00,47.00,27.99,92.78,6.50,27.15,muskmelon
80.00,18.00,51.00,28.05,91.82,6.71,20.77,muskmelon
87.00,21.00,52.00,27.35,94.29,6.07,27.21,muskmelon
114.00,8.00,52.00,29.34,94.55,6.42,28.23,muskmelon
99.00,6.00,46.00,28.61,94.22,6.40,28.99,muskmelon
89.00,25.00,50.00,27.05,91.35,6.38,25.08,muskmelon
96.00,13.00,55.00,29.53,94.57,6.70,21.14,muskmelon
82.00,26.00,47.00,28.50,93.47,6.57,24.20,muskmelon
106.00,21.00,52.00,28.90,94.79,6.29,23.04,muskmelon
90.00,15.00,52.00,27.05,91.38,6.45,23.66,muskmelon
106.00,16.00,54.00,28.96,91.70,6.59,24.75,muskmelon
24.00,128.00,196.00,22.75,90.69,5.52,110.43,apple
7.00,144.00,197.00,23.85,94.35,6.13,114.05,apple
14.00,128.00,205.00,22.61,94.59,6.23,116.04,apple
8.00,120.00,201.00,21.19,91.13,6.32,122.23,apple
20.00,129.00,201.00,23.41,91.70,5.59,116.08,apple
32.00,137.00,204.00,22.86,93.13,5.82,117.73,apple
27.00,139.00,205.00,22.48,93.41,5.77,105.55,apple
0.00,123.00,205.00,22.03,92.96,5.79,121.13,apple
22.00,144.00,196.00,21.91,91.69,6.50,117.08,apple
1.00,124.00,199.00,23.71,93.27,5.66,112.67,apple
30.00,122.00,197.00,21.38,92.72,5.57,106.14,apple
29.00,121.00,196.00,22.85,94.32,6.08,123.60,apple
13.00,126.00,204.00,23.11,92.80,6.38,108.18,apple
9.00,139.00,199.00,23.25,94.54,5.87,105.36,apple
0.00,133.00,200.00,23.67,90.49,5.71,104.23,apple
30.00,143.00,199.00,23.77,90.60,5.80,102.26,apple
36.00,140.00,198.00,23.34,91.48,6.28,104.43,apple
37.00,137.00,199.00,22.64,90.18,5.70,108.34,apple
33.00,121.00,203.00,22.46,94.76,5.61,114.84,apple
7.00,144.00,195.00,22.96,93.58,5.86,104.65,apple
35.00,128.00,205.00,21.07,93.57,6.04,107.87,apple
29.00,128.00,198.00,22.44,92.71,5.69,121.50,apple
2.00,143.00,196.00,22.71,90.45,5.67,109.89,apple
34.00,140.00,198.00,21.70,93.44,5.75,115.18,apple
29.00,144.00,204.00,22.43,92.49,5.80,119.10,apple
32.00,141.00,203.00,21.26,92.84,5.82,109.07,apple
13.00,144.00,197.00,22.92,94.90,6.28,105.69,apple
25.00,143.00,198.00,22.81,91.52,6.03,107.86,apple
9.00,137.00,200.00,21.12,90.69,5.64,102.80,apple
6.00,144.00,198.00,21.11,90.32,5.56,104.51,apple
37.00,126.00,196.00,23.60,90.98,5.60,107.17,apple
2.00,120.00,203.00,23.13,94.71,5.89,108.62,apple
11.00,143.00,197.00,22.98,93.32,5.88,122.20,apple
10.00,141.00,201.00,22.13,90.98,6.39,104.54,apple
24.00,142.00,202.00,22.54,91.48,5.71,101.85,apple
23.00,138.00,195.00,22.49,91.70,5.80,124.39,apple
18.00,125.00,204.00,22.36,94.48,6.05,116.74,apple
13.00,121.00,196.00,22.21,93.51,6.44,120.16,apple
26.00,122.00,202.00,22.45,94.74,5.62,107.18,apple
28.00,123.00,202.00,22.77,92.12,6.44,120.44,apple
26.00,121.00,201.00,22.19,90.03,6.16,112.31,apple
21.00,137.00,196.00,23.61,91.70,5.81,123.59,apple
21.00,135.00,198.00,23.86,94.92,5.77,105.02,apple
5.00,144.00,205.00,21.42,92.63,6.18,102.80,apple
2.00,123.00,205.00,22.37,90.79,5.74,124.98,apple
15.00,133.00,199.00,24.00,91.61,5.82,117.61,apple
31.00,130.00,198.00,21.80,92.73,5.55,120.06,apple
25.00,143.00,200.00,23.80,92.80,6.02,100.62,apple
16.00,143.00,204.00,23.71,91.53,5.63,121.90,apple
19.00,122.00,202.00,23.34,90.38,5.81,112.90,apple
10.00,125.00,196.00,22.31,90.04,5.73,113.07,apple
20.00,139.00,202.00,23.50,92.21,5.67,107.99,apple
28.00,123.00,198.00,23.46,91.46,5.68,111.78,apple
28.00,136.00,200.00,23.06,92.40,6.25,114.74,apple
2.00,131.00,199.00,22.47,91.23,6.02,124.22,apple
2.00,140.00,197.00,22.70,92.82,5.53,105.05,apple
27.00,138.00,201.00,23.67,93.90,5.95,105.40,apple
30.00,127.00,204.00,22.50,92.46,6.13,100.93,apple
32.00,145.00,203.00,23.83,90.84,6.41,109.60,apple
29.00,139.00,205.00,23.64,93.74,6.16,116.69,apple
26.00,126.00,195.00,21.41,92.99,5.88,118.40,apple
40.00,136.00,202.00,22.85,94.58,5.94,117.53,apple
6.00,124.00,200.00,22.98,93.85,5.97,109.59,apple
35.00,138.00,200.00,21.20,90.81,5.67,103.68,apple
17.00,136.00,196.00,23.87,90.50,5.88,103.05,apple
33.00,134.00,205.00,21.04,94.34,6.09,114.74,apple
16.00,143.00,197.00,22.62,93.52,5.90,116.93,apple
27.00,120.00,200.00,21.45,90.75,6.11,116.70,apple
29.00,145.00,205.00,22.81,92.13,6.21,109.34,apple
3.00,141.00,197.00,21.98,91.13,6.14,115.48,apple
15.00,123.00,204.00,22.53,92.55,6.37,115.38,apple
5.00,136.00,195.00,22.36,91.92,6.26,107.77,apple
10.00,136.00,204.00,21.20,92.16,6.28,105.86,apple
7.00,141.00,195.00,23.88,93.45,5.51,104.91,apple
2.00,129.00,201.00,22.78,94.37,5.68,122.14,apple
29.00,138.00,197.00,22.19,92.44,5.83,121.66,apple
30.00,137.00,200.00,22.91,90.70,5.60,118.60,apple
29.00,132.00,204.00,23.09,90.23,6.10,108.22,apple
14.00,139.00,197.00,21.72,92.84,6.06,121.70,apple
18.00,125.00,203.00,22.44,91.59,6.16,102.56,apple
33.00,143.00,204.00,21.13,91.96,5.81,122.54,apple
40.00,144.00,196.00,22.72,92.25,5.99,107.03,apple
9.00,143.00,197.00,23.75,92.88,5.57,117.66,apple
38.00,135.00,203.00,23.76,93.66,5.97,100.83,apple
28.00,130.00,196.00,22.13,94.68,6.06,112.92,apple
35.00,142.00,203.00,21.17,90.24,5.90,123.65,apple
12.00,129.00,205.00,22.36,91.16,6.12,118.68,apple
1.00,135.00,203.00,22.78,92.70,5.62,113.78,apple
0.00,145.00,205.00,21.23,90.10,5.52,113.98,apple
31.00,121.00,201.00,23.16,90.34,5.73,110.71,apple
35.00,131.00,203.00,22.43,93.92,5.89,102.72,apple
29.00,140.00,195.00,23.64,90.95,5.56,116.74,apple
33.00,138.00,198.00,22.29,90.69,6.22,122.74,apple
14.00,140.00,197.00,23.35,90.90,6.07,113.04,apple
35.00,145.00,195.00,22.04,94.58,6.23,110.98,apple
40.00,120.00,197.00,23.81,92.49,5.89,119.63,apple
25.00,132.00,198.00,22.32,90.85,5.73,100.12,apple
31.00,137.00,196.00,22.14,93.83,6.40,120.63,apple
36.00,144.00,196.00,23.65,94.51,6.50,115.36,apple
10.00,140.00,197.00,22.17,90.27,6.23,124.47,apple
22.00,30.00,12.00,15.78,92.51,6.35,119.04,orange
37.00,6.00,13.00,26.03,91.51,7.51,101.28,orange
27.00,13.00,6.00,13.36,91.36,7.34,111.23,orange
7.00,16.00,9.00,18.88,92.04,7.81,114.67,orange
20.00,7.00,9.00,29.48,91.58,7.13,111.17,orange
26.00,27.00,10.00,28.07,92.91,6.08,114.13,orange
5.00,23.00,15.00,25.67,92.05,7.41,112.54,orange
0.00,18.00,14.00,29.77,92.01,7.21,114.42,orange
39.00,24.00,14.00,30.55,90.90,7.19,106.07,orange
13.00,23.00,6.00,23.96,90.26,7.37,102.70,orange
21.00,17.00,15.00,23.98,91.55,7.46,118.49,orange
33.00,12.00,8.00,25.26,90.31,6.82,117.37,orange
6.00,9.00,12.00,31.08,90.14,7.03,109.69,orange
19.00,7.00,10.00,14.78,91.22,6.12,100.20,orange
24.00,18.00,6.00,26.57,94.45,6.29,116.38,orange
9.00,11.00,8.00,24.86,94.39,6.56,111.78,orange
31.00,8.00,7.00,34.51,93.64,7.16,103.57,orange
22.00,17.00,5.00,24.12,90.72,6.95,102.84,orange
13.00,5.00,8.00,23.85,90.11,7.47,103.92,orange
16.00,8.00,9.00,24.60,91.28,7.60,111.29,orange
4.00,13.00,6.00,15.63,94.26,7.56,101.47,orange
0.00,25.00,14.00,19.34,91.98,6.36,116.45,orange
8.00,7.00,10.00,28.26,91.98,6.93,105.21,orange
4.00,23.00,5.00,22.68,93.36,7.48,110.33,orange
33.00,14.00,8.00,21.03,92.96,7.68,110.68,orange
30.00,7.00,15.00,33.23,91.06,7.83,115.77,orange
21.00,29.00,12.00,22.30,92.16,6.44,117.37,orange
11.00,14.00,5.00,11.50,94.89,6.95,115.57,orange
9.00,8.00,15.00,14.34,94.36,7.99,110.22,orange
5.00,18.00,14.00,33.11,93.48,7.43,119.17,orange
29.00,25.00,14.00,30.49,90.46,7.78,113.33,orange
33.00,12.00,15.00,30.26,92.03,6.05,116.72,orange
8.00,16.00,6.00,12.23,90.26,7.11,108.42,orange
15.00,14.00,8.00,10.01,90.22,6.22,119.39,orange
16.00,7.00,8.00,22.79,90.61,6.42,116.51,orange
0.00,12.00,7.00,20.18,90.65,6.97,116.81,orange
5.00,25.00,6.00,30.72,94.01,6.01,106.81,orange
6.00,8.00,11.00,24.36,92.40,6.60,119.69,orange
10.00,5.00,5.00,21.21,91.35,7.82,112.98,orange
1.00,17.00,6.00,10.79,91.38,6.82,117.53,orange
1.00,30.00,10.00,11.90,91.35,7.29,103.58,orange
0.00,23.00,15.00,22.57,93.37,7.60,109.86,orange
24.00,27.00,9.00,18.87,93.25,6.16,119.39,orange
36.00,11.00,13.00,17.34,93.05,7.19,112.72,orange
40.00,21.00,8.00,34.91,92.88,7.42,102.19,orange
40.00,22.00,6.00,24.54,91.91,6.49,115.98,orange
32.00,18.00,13.00,13.84,91.75,6.04,107.99,orange
9.00,10.00,10.00,22.36,93.52,6.01,101.52,orange
13.00,16.00,8.00,34.74,93.12,6.95,100.20,orange
15.00,9.00,11.00,11.55,94.15,7.91,108.83,orange
29.00,11.00,5.00,23.13,91.95,7.64,104.42,orange
1.00,15.00,9.00,29.98,94.55,7.53,115.36,orange
18.00,5.00,11.00,20.88,90.94,6.25,102.46,orange
14.00,22.00,9.00,17.25,91.14,6.54,112.51,orange
33.00,15.00,7.00,15.83,91.68,7.65,109.76,orange
4.00,6.00,7.00,23.01,91.12,6.71,112.67,orange
17.00,16.00,14.00,16.40,92.18,6.63,102.94,orange
12.00,20.00,10.00,24.45,93.11,6.53,109.47,orange
34.00,29.00,8.00,31.88,91.15,6.45,105.34,orange
39.00,28.00,10.00,31.35,91.48,7.18,109.15,orange
31.00,25.00,12.00,18.05,90.04,7.02,111.78,orange
12.00,6.00,8.00,30.85,92.87,6.39,107.41,orange
12.00,29.00,13.00,22.46,91.53,7.57,118.01,orange
26.00,11.00,11.00,13.70,90.96,7.61,106.29,orange
19.00,24.00,15.00,20.49,93.72,7.14,111.84,orange
39.00,21.00,9.00,13.21,94.03,6.35,106.27,orange
16.00,29.00,13.00,32.32,93.68,6.20,117.62,orange
36.00,29.00,13.00,20.68,90.92,7.83,109.75,orange
37.00,23.00,12.00,31.53,90.51,6.40,113.12,orange
39.00,9.00,15.00,25.35,91.81,7.99,116.76,orange
31.00,5.00,14.00,17.67,91.70,6.58,110.69,orange
18.00,12.00,8.00,12.59,91.82,6.21,119.39,orange
20.00,20.00,10.00,11.87,93.68,6.98,106.06,orange
5.00,8.00,5.00,11.03,92.23,6.56,112.77,orange
20.00,8.00,12.00,25.30,94.96,7.26,117.97,orange
25.00,21.00,11.00,32.24,90.15,6.46,104.71,orange
14.00,19.00,14.00,17.68,94.36,6.70,108.06,orange
37.00,18.00,12.00,10.27,90.19,7.40,106.70,orange
26.00,15.00,6.00,17.22,94.79,6.91,108.01,orange
13.00,22.00,5.00,19.67,90.50,7.76,100.17,orange
32.00,25.00,9.00,10.36,93.76,7.80,101.15,orange
19.00,7.00,9.00,27.26,91.71,6.97,101.14,orange
28.00,7.00,9.00,34.59,92.13,6.73,115.57,orange
24.00,30.00,11.00,32.40,94.52,6.60,113.25,orange
7.00,17.00,10.00,10.16,91.22,6.47,106.36,orange
18.00,23.00,8.00,21.49,93.44,6.41,101.48,orange
7.00,20.00,12.00,16.53,94.77,6.48,110.04,orange
20.00,23.00,11.00,31.85,90.12,6.41,109.95,orange
18.00,14.00,11.00,28.05,90.01,6.55,117.13,orange
34.00,11.00,10.00,31.75,94.60,7.36,115.20,orange
20.00,29.00,10.00,29.07,93.27,7.37,100.79,orange
37.00,24.00,13.00,19.14,90.71,7.85,108.02,orange
12.00,8.00,10.00,16.15,91.44,8.00,107.43,orange
34.00,10.00,14.00,34.05,92.06,6.73,116.80,orange
6.00,13.00,9.00,34.51,90.56,7.79,118.33,orange
27.00,30.00,5.00,32.72,90.55,7.66,113.33,orange
13.00,8.00,12.00,25.16,92.55,7.11,114.31,orange
6.00,7.00,7.00,27.68,94.47,7.20,114.00,orange
40.00,17.00,15.00,21.35,90.95,7.87,107.09,orange
31.00,26.00,9.00,11.70,93.26,7.57,103.20,orange
61.00,68.00,50.00,35.21,91.50,6.79,243.07,papaya
58.00,46.00,45.00,42.39,90.79,6.58,88.47,papaya
45.00,47.00,55.00,38.42,91.14,6.75,119.27,papaya
39.00,65.00,53.00,35.33,92.12,6.56,235.61,papaya
31.00,68.00,45.00,42.92,90.08,6.94,196.24,papaya
70.00,68.00,45.00,33.84,92.85,6.99,203.40,papaya
68.00,62.00,50.00,33.20,92.76,6.98,197.53,papaya
34.00,65.00,47.00,23.49,93.71,6.83,191.78,papaya
38.00,68.00,54.00,29.34,90.82,6.74,202.06,papaya
69.00,64.00,47.00,40.21,94.51,6.99,186.68,papaya
